movieId;title;year;decade;genres;main_genre;trakt_rating;user_rating_5;watched;rated;profile_type;source
7153;The Lord of the Rings: The Return of the King;2003;2000;Action | Adventure | Drama | Fantasy;Action;;;True;False;visto_sin_rating;Trakt
58559;The Dark Knight;2008;2000;Action | Crime | Drama | IMAX;Action;;;True;False;visto_sin_rating;Trakt
4963;Ocean's Eleven;2001;2000;Crime | Thriller;Crime;;;True;False;visto_sin_rating;Trakt
1206;A Clockwork Orange;1971;1970;Crime | Drama | Sci-Fi | Thriller;Crime;;;True;False;visto_sin_rating;Trakt
2467;The Name of the Rose;1986;1980;Crime | Drama | Mystery | Thriller;Crime;;;True;False;visto_sin_rating;Trakt
1246;Dead Poets Society;1989;1980;Drama;Drama;;;True;False;visto_sin_rating;Trakt
1221;The Godfather: Part II;1974;1970;Crime | Drama;Crime;;;True;False;visto_sin_rating;Trakt
33794;Batman Begins;2005;2000;Action | Crime | IMAX;Action;;;True;False;visto_sin_rating;Trakt
593;The Silence of the Lambs;1991;1990;Crime | Horror | Thriller;Crime;;;True;False;visto_sin_rating;Trakt
53125;Pirates of the Caribbean: At World's End;2007;2000;Action | Adventure | Comedy | Fantasy;Action;;;True;False;visto_sin_rating;Trakt
1227;Once Upon a Time in America;1984;1980;Crime | Drama;Crime;;;True;False;visto_sin_rating;Trakt
480;Jurassic Park;1993;1990;Action | Adventure | Sci-Fi | Thriller;Action;;;True;False;visto_sin_rating;Trakt
1214;Alien;1979;1970;Horror | Sci-Fi;Horror;;;True;False;visto_sin_rating;Trakt
7438;Kill Bill: Vol. 2;2004;2000;Action | Drama | Thriller;Action;;;True;False;visto_sin_rating;Trakt
4995;A Beautiful Mind;2001;2000;Drama | Romance;Drama;;;True;False;visto_sin_rating;Trakt
48385;Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;2006;2000;Comedy;Comedy;;;True;False;visto_sin_rating;Trakt
16;Casino;1995;1990;Crime | Drama;Crime;;;True;False;visto_sin_rating;Trakt
1222;Full Metal Jacket;1987;1980;Drama | War;Drama;;;True;False;visto_sin_rating;Trakt
2571;The Matrix;1999;1990;Action | Sci-Fi | Thriller;Action;;;True;False;visto_sin_rating;Trakt
1380;Grease;1978;1970;Comedy | Musical | Romance;Comedy;;;True;False;visto_sin_rating;Trakt
778;Trainspotting;1996;1990;Comedy | Crime | Drama;Comedy;;;True;False;visto_sin_rating;Trakt
2324;Life Is Beautiful;1997;1990;Comedy | Drama | Romance | War;Comedy;;;True;False;visto_sin_rating;Trakt
3949;Requiem for a Dream;2000;2000;Drama;Drama;;;True;False;visto_sin_rating;Trakt
296;Pulp Fiction;1994;1990;Comedy | Crime | Drama | Thriller;Comedy;;;True;False;visto_sin_rating;Trakt
2762;The Sixth Sense;1999;1990;Drama | Horror | Mystery;Drama;;;True;False;visto_sin_rating;Trakt
1136;Monty Python and the Holy Grail;1975;1970;Adventure | Comedy | Fantasy;Adventure;;;True;False;visto_sin_rating;Trakt
1213;GoodFellas;1990;1990;Crime | Drama;Crime;;;True;False;visto_sin_rating;Trakt
1210;Return of the Jedi;1983;1980;Action | Adventure | Sci-Fi;Action;;;True;False;visto_sin_rating;Trakt
4720;The Others;2001;2000;Drama | Horror | Mystery | Thriller;Drama;;;True;False;visto_sin_rating;Trakt
47200;Crank;2006;2000;Action | Thriller;Action;;;True;False;visto_sin_rating;Trakt
8644;I, Robot;2004;2000;Action | Adventure | Sci-Fi | Thriller;Action;;;True;False;visto_sin_rating;Trakt
4718;American Pie 2;2001;2000;Comedy;Comedy;;;True;False;visto_sin_rating;Trakt
6807;Monty Python's The Meaning of Life;1983;1980;Comedy;Comedy;;;True;False;visto_sin_rating;Trakt
5673;Punch-Drunk Love;2002;2000;Comedy | Drama | Romance;Comedy;;;True;False;visto_sin_rating;Trakt
54503;Superbad;2007;2000;Comedy;Comedy;;;True;False;visto_sin_rating;Trakt
60069;WALL·E;2008;2000;Adventure | Animation | Children | Romance | Sci-Fi;Adventure;;;True;False;visto_sin_rating;Trakt
68954;Up;2009;2000;Adventure | Animation | Children | Drama;Adventure;;;True;False;visto_sin_rating;Trakt
68157;Inglourious Basterds;2009;2000;Action | Drama | War;Action;;;True;False;visto_sin_rating;Trakt
69122;The Hangover;2009;2000;Comedy | Crime;Comedy;;;True;False;visto_sin_rating;Trakt
71535;Zombieland;2009;2000;Action | Comedy | Horror;Action;;;True;False;visto_sin_rating;Trakt
79132;Inception;2010;2010;Action | Crime | Drama | Mystery | Sci-Fi | Thriller | IMAX;Action;;;True;False;visto_sin_rating;Trakt
81847;Tangled;2010;2010;Animation | Children | Comedy | Fantasy | Musical | Romance | IMAX;Animation;;;True;False;visto_sin_rating;Trakt
91529;The Dark Knight Rises;2012;2010;Action | Adventure | Crime | IMAX;Action;;;True;False;visto_sin_rating;Trakt
106489;The Hobbit: The Desolation of Smaug;2013;2010;Adventure | Fantasy | IMAX;Adventure;;;True;False;visto_sin_rating;Trakt
93510;21 Jump Street;2012;2010;Action | Comedy | Crime;Action;;;True;False;visto_sin_rating;Trakt
99114;Django Unchained;2012;2010;Action | Drama | Western;Action;;;True;False;visto_sin_rating;Trakt
122882;Mad Max: Fury Road;2015;2010;Action | Adventure | Sci-Fi | Thriller;Action;;;True;False;visto_sin_rating;Trakt
95449;Magic Mike;2012;2010;Drama | Romance;Drama;;;True;False;visto_sin_rating;Trakt
106487;The Hunger Games: Catching Fire;2013;2010;Action | Adventure | Sci-Fi | IMAX;Action;;;True;False;visto_sin_rating;Trakt
106782;The Wolf of Wall Street;2013;2010;Comedy | Crime | Drama;Comedy;;;True;False;visto_sin_rating;Trakt
112852;Guardians of the Galaxy;2014;2010;Action | Adventure | Sci-Fi;Action;;;True;False;visto_sin_rating;Trakt
104374;About Time;2013;2010;Drama | Fantasy | Romance;Drama;;;True;False;visto_sin_rating;Trakt
111362;X-Men: Days of Future Past;2014;2010;Action | Adventure | Sci-Fi;Action;;;True;False;visto_sin_rating;Trakt
116823;The Hunger Games: Mockingjay - Part 1;2014;2010;Adventure | Sci-Fi | Thriller;Adventure;;;True;False;visto_sin_rating;Trakt
135133;The Hunger Games: Mockingjay - Part 2;2015;2010;Adventure | Sci-Fi;Adventure;;;True;False;visto_sin_rating;Trakt
100714;Before Midnight;2013;2010;Drama | Romance;Drama;;;True;False;visto_sin_rating;Trakt
106920;Her;2013;2010;Drama | Romance | Sci-Fi;Drama;;;True;False;visto_sin_rating;Trakt
112183;Birdman or (The Unexpected Virtue of Ignorance);2014;2010;Comedy | Drama;Comedy;;;True;False;visto_sin_rating;Trakt
113741;Coherence;2014;2010;Drama | Mystery | Sci-Fi | Thriller;Drama;;;True;False;visto_sin_rating;Trakt
122912;Avengers: Infinity War;2018;2010;Action | Adventure | Sci-Fi;Action;;;True;False;visto_sin_rating;Trakt
122914;Avengers: Endgame;2019;2010;Action | Adventure | Sci-Fi;Action;;;True;False;visto_sin_rating;Trakt
164909;La La Land;2016;2010;Comedy | Drama | Romance;Comedy;;;True;False;visto_sin_rating;Trakt
183635;Maze Runner: The Death Cure;2018;2010;Action | Mystery | Sci-Fi | Thriller;Action;;;True;False;visto_sin_rating;Trakt
187593;Deadpool 2;2018;2010;Action | Comedy | Sci-Fi;Action;;;True;False;visto_sin_rating;Trakt
206857;The Irishman;2019;2010;Crime | Drama;Crime;;;True;False;visto_sin_rating;Trakt
231701;Kill Bill: The Whole Bloody Affair;2011;2010;Action | Crime;Action;;;True;False;visto_sin_rating;Trakt
251086;The Suicide Squad;2021;2020;Action | Adventure | Crime | Fantasy;Action;;;True;False;visto_sin_rating;Trakt
254726;Dune;2021;2020;Action | Adventure | Drama | Sci-Fi;Action;;;True;False;visto_sin_rating;Trakt
208703;1917;2019;2010;Drama | War;Drama;;;True;False;visto_sin_rating;Trakt
270698;Everything Everywhere All at Once;2022;2020;Action | Comedy | Sci-Fi;Action;;;True;False;visto_sin_rating;Trakt
220380;The Green Knight;2021;2020;Drama | Fantasy | Romance;Drama;;;True;False;visto_sin_rating;Trakt
281190;Babylon;2022;2020;Comedy | Drama;Comedy;;;True;False;visto_sin_rating;Trakt
244178;The Northman;2022;2020;Adventure | Drama | Thriller;Adventure;;;True;False;visto_sin_rating;Trakt
286357;Evil Dead Rise;2023;2020;Horror | Thriller;Horror;;;True;False;visto_sin_rating;Trakt
287699;Oppenheimer;2023;2020;Drama;Drama;;;True;False;visto_sin_rating;Trakt
