movieId,title,genres,year,title_clean,rating_mean,rating_count,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
16,Casino (1995),Crime|Drama,1995.0,Casino,3.8383487308278768,22298,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
17,Sense and Sensibility (1995),Drama|Romance,1995.0,Sense and Sensibility,3.9451260617500337,22251,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18,Four Rooms (1995),Comedy,1995.0,Four Rooms,3.403488935551607,6191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Ace Ventura: When Nature Calls (1995),Comedy,1995.0,Ace Ventura: When Nature Calls,2.663910016499658,24849,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,1995.0,Money Train,2.8714584300975385,4306,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
21,Get Shorty (1995),Comedy|Crime|Thriller,1995.0,Get Shorty,3.5650851826493213,24829,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,1995.0,Copycat,3.315886401085587,10317,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
23,Assassins (1995),Action|Crime|Thriller,1995.0,Assassins,3.1504133983464064,4717,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
24,Powder (1995),Drama|Sci-Fi,1995.0,Powder,3.186060532979621,8293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
25,Leaving Las Vegas (1995),Drama|Romance,1995.0,Leaving Las Vegas,3.6761820199778024,22525,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26,Othello (1995),Drama,1995.0,Othello,3.6079586009992863,2802,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,Now and Then (1995),Children|Drama,1995.0,Now and Then,3.412597114317425,1802,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,Persuasion (1995),Drama|Romance,1995.0,Persuasion,4.041238670694864,3310,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995.0,"City of Lost Children, The (Cité des enfants perdus, La)",3.929884202698396,9413,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,1995.0,Shanghai Triad (Yao a yao yao dao waipo qiao),3.6296153846153847,1300,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
31,Dangerous Minds (1995),Drama,1995.0,Dangerous Minds,3.2411718673579184,10223,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,1995.0,Twelve Monkeys (a.k.a. 12 Monkeys),3.910185436454093,55275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
33,Wings of Courage (1995),Adventure|Romance|IMAX,1995.0,Wings of Courage,3.014925373134328,67,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
34,Babe (1995),Children|Drama,1995.0,Babe,3.586935972643109,35969,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35,Carrington (1995),Drama|Romance,1995.0,Carrington,3.485303941215765,1497,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
36,Dead Man Walking (1995),Crime|Drama,1995.0,Dead Man Walking,3.920561606691484,21759,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
37,Across the Sea of Time (1995),Documentary|IMAX,1995.0,Across the Sea of Time,2.9823529411764707,85,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
38,It Takes Two (1995),Children|Comedy,1995.0,It Takes Two,2.9193333333333333,750,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Clueless (1995),Comedy|Romance,1995.0,Clueless,3.4290240397177945,30616,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,"Cry, the Beloved Country (1995)",Drama,1995.0,"Cry, the Beloved Country",3.628409090909091,880,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,Richard III (1995),Drama|War,1995.0,Richard III,3.8362394957983192,4760,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
42,Dead Presidents (1995),Action|Crime|Drama,1995.0,Dead Presidents,3.0438084112149535,2568,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
43,Restoration (1995),Drama,1995.0,Restoration,3.458398133748056,2572,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44,Mortal Kombat (1995),Action|Adventure|Fantasy,1995.0,Mortal Kombat,2.669195008563739,12261,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45,To Die For (1995),Comedy|Drama|Thriller,1995.0,To Die For,3.3785192349022135,9306,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
46,How to Make an American Quilt (1995),Drama|Romance,1995.0,How to Make an American Quilt,3.267851525636993,3179,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,1995.0,Seven (a.k.a. Se7en),4.087198647666593,63298,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,1995.0,Pocahontas,2.9902342503350994,15667,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
49,When Night Is Falling (1995),Drama|Romance,1995.0,When Night Is Falling,3.5285171102661597,263,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,1995.0,"Usual Suspects, The",4.265070110701107,67750,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
51,Guardian Angel (1994),Action|Drama|Thriller,1994.0,Guardian Angel,2.6,30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,1995.0,Mighty Aphrodite,3.526633746585417,9518,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
53,Lamerica (1994),Adventure|Drama,1994.0,Lamerica,3.6792452830188678,159,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54,"Big Green, The (1995)",Children|Comedy,1995.0,"Big Green, The",2.815988647114475,1057,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Georgia (1995),Drama,1995.0,Georgia,3.2282838983050848,944,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56,Kids of the Round Table (1995),Adventure|Children|Comedy|Fantasy,1995.0,Kids of the Round Table,1.9594594594594594,74,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57,Home for the Holidays (1995),Drama,1995.0,Home for the Holidays,3.3127294981640145,2451,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,1994.0,"Postman, The (Postino, Il)",3.9677502358692855,11659,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
59,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery,1995.0,"Confessional, The (Confessionnal, Le)",3.5695876288659796,194,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,1995.0,"Indian in the Cupboard, The",3.090638044126416,6708,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61,Eye for an Eye (1996),Drama|Thriller,1996.0,Eye for an Eye,3.3109153416415986,2327,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
62,Mr. Holland's Opus (1995),Drama,1995.0,Mr. Holland's Opus,3.711861526510002,20596,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,1996.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,3.104228486646884,2696,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Two if by Sea (1996),Comedy|Romance,1996.0,Two if by Sea,2.827071290944123,2076,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65,Bio-Dome (1996),Comedy,1996.0,Bio-Dome,2.373380335365854,5248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,1996.0,Lawnmower Man 2: Beyond Cyberspace,2.1339544513457556,2415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67,Two Bits (1995),Drama,1995.0,Two Bits,3.3184357541899443,179,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68,French Twist (Gazon maudit) (1995),Comedy|Romance,1995.0,French Twist (Gazon maudit),3.428686543110395,1241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69,Friday (1995),Comedy,1995.0,Friday,3.550704504862076,5039,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1996.0,From Dusk Till Dawn,3.3432596291012837,16824,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
71,Fair Game (1995),Action,1995.0,Fair Game,2.3422818791946307,1341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Kicking and Screaming (1995),Comedy|Drama,1995.0,Kicking and Screaming,3.478955007256894,1378,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73,"Misérables, Les (1995)",Drama|War,1995.0,"Misérables, Les",3.796613011401744,2982,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
74,Bed of Roses (1996),Drama|Romance,1996.0,Bed of Roses,3.2896213183730714,3565,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
75,Big Bully (1996),Comedy|Drama,1996.0,Big Bully,2.4296610169491526,590,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76,Screamers (1995),Action|Sci-Fi|Thriller,1995.0,Screamers,3.0267387087835966,3609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
77,Nico Icon (1995),Documentary,1995.0,Nico Icon,3.425339366515837,221,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1995.0,"Crossing Guard, The",3.1736883942766294,1258,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
79,"Juror, The (1996)",Drama|Thriller,1996.0,"Juror, The",3.122461702885643,5614,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,1995.0,"White Balloon, The (Badkonake sefid)",3.7394957983193278,595,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1995.0,Things to Do in Denver When You're Dead,3.2526427061310783,3311,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
82,Antonia's Line (Antonia) (1995),Comedy|Drama,1995.0,Antonia's Line (Antonia),4.010176125244619,2555,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,1995.0,Once Upon a Time... When We Were Colored,3.640916808149406,589,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
84,Last Summer in the Hamptons (1995),Comedy|Drama,1995.0,Last Summer in the Hamptons,3.3765822784810124,158,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
85,Angels and Insects (1995),Drama|Romance,1995.0,Angels and Insects,3.523122456529782,2703,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
86,White Squall (1996),Action|Adventure|Drama,1996.0,White Squall,3.4791952446273435,4374,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
87,Dunston Checks In (1996),Children|Comedy,1996.0,Dunston Checks In,2.3810408921933086,1076,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Black Sheep (1996),Comedy,1996.0,Black Sheep,3.1087839084701976,5419,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Nick of Time (1995),Action|Thriller,1995.0,Nick of Time,3.127209504491452,3451,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,The Journey of August King (1995),Drama,1995.0,The Journey of August King,3.3440366972477062,218,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92,Mary Reilly (1996),Drama|Horror|Thriller,1996.0,Mary Reilly,2.841313559322034,2360,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1995.0,Vampire in Brooklyn,2.4981220657276997,2130,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
94,Beautiful Girls (1996),Comedy|Drama|Romance,1996.0,Beautiful Girls,3.5247252747252746,4186,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
95,Broken Arrow (1996),Action|Adventure|Thriller,1996.0,Broken Arrow,3.0771074451546037,23156,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
96,In the Bleak Midwinter (1995),Comedy|Drama,1995.0,In the Bleak Midwinter,3.6786447638603694,487,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
97,"Hate (Haine, La) (1995)",Crime|Drama,1995.0,"Hate (Haine, La)",4.004987175833571,3509,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
98,Shopping (1994),Action|Thriller,1994.0,Shopping,2.614130434782609,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,1995.0,Heidi Fleiss: Hollywood Madam,3.0894808743169397,732,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,City Hall (1996),Drama|Thriller,1996.0,City Hall,3.2182233991333655,4154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1996.0,Bottle Rocket,3.7507196315486473,5211,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
102,Mr. Wrong (1996),Comedy,1996.0,Mr. Wrong,2.4039506172839507,2025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1996.0,Unforgettable,3.252166377816291,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
104,Happy Gilmore (1996),Comedy,1996.0,Happy Gilmore,3.397988067761181,22963,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,"Bridges of Madison County, The (1995)",Drama|Romance,1995.0,"Bridges of Madison County, The",3.335110058237094,10131,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,1994.0,Nobody Loves Me (Keiner liebt mich),3.423357664233577,137,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1996.0,Muppet Treasure Island,3.221542317900324,6782,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108,Catwalk (1996),Documentary,1996.0,Catwalk,3.089430894308943,123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,1995.0,Headless Body in Topless Bar,2.0625,16,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
110,Braveheart (1995),Action|Drama|War,1995.0,Braveheart,3.9886301488155205,69482,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
111,Taxi Driver (1976),Crime|Drama|Thriller,1976.0,Taxi Driver,4.076663846972467,36647,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,1995.0,Rumble in the Bronx (Hont faan kui),3.40522424439389,12308,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Before and After (1996),Drama|Mystery,1996.0,Before and After,3.105095541401274,1099,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
114,Margaret's Museum (1995),Drama,1995.0,Margaret's Museum,3.631048387096774,248,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,1995.0,"Happiness Is in the Field (Bonheur est dans le pré, Le)",3.51,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Anne Frank Remembered (1995),Documentary,1995.0,Anne Frank Remembered,3.9033092037228543,967,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,1995.0,"Young Poisoner's Handbook, The",3.5872323552735925,1261,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
118,If Lucy Fell (1996),Comedy|Romance,1996.0,If Lucy Fell,2.996024734982332,1132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
119,"Steal Big, Steal Little (1995)",Comedy,1995.0,"Steal Big, Steal Little",2.781853281853282,259,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Race the Sun (1996),Adventure|Comedy|Drama,1996.0,Race the Sun,2.8838709677419354,155,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
121,"Boys of St. Vincent, The (1992)",Drama,1992.0,"Boys of St. Vincent, The",3.734042553191489,846,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
122,Boomerang (1992),Comedy|Romance,1992.0,Boomerang,2.8564931783729155,3958,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,1994.0,Chungking Express (Chung Hing sam lam),4.003961516694964,3534,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,1995.0,"Star Maker, The (Uomo delle stelle, L')",3.4833333333333334,330,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
125,Flirting With Disaster (1996),Comedy,1996.0,Flirting With Disaster,3.731448275862069,3625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,1994.0,"NeverEnding Story III, The",2.3049932523616734,1482,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,1994.0,"Silences of the Palace, The (Saimt el Qusur)",3.23,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
128,Jupiter's Wife (1994),Documentary,1994.0,Jupiter's Wife,3.5064102564102564,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
129,Pie in the Sky (1996),Comedy|Romance,1996.0,Pie in the Sky,3.145077720207254,193,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130,Angela (1995),Drama,1995.0,Angela,3.372340425531915,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131,Frankie Starlight (1995),Drama|Romance,1995.0,Frankie Starlight,3.3098958333333335,192,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
132,Jade (1995),Thriller,1995.0,Jade,2.7699724517906334,2178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
133,Nueba Yol (1995),Comedy|Drama,1995.0,Nueba Yol,2.7,20,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
134,Sonic Outlaws (1995),Documentary,1995.0,Sonic Outlaws,3.641025641025641,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
135,Down Periscope (1996),Comedy,1996.0,Down Periscope,3.004985647378758,6619,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,From the Journals of Jean Seberg (1995),Documentary,1995.0,From the Journals of Jean Seberg,3.607843137254902,102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
137,Man of the Year (1995),Documentary,1995.0,Man of the Year,3.272935779816514,218,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
138,"Neon Bible, The (1995)",Drama,1995.0,"Neon Bible, The",3.285211267605634,142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
139,Target (1995),Action|Drama,1995.0,Target,3.073170731707317,41,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
140,Up Close and Personal (1996),Drama|Romance,1996.0,Up Close and Personal,3.289265201029907,5049,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
141,"Birdcage, The (1996)",Comedy,1996.0,"Birdcage, The",3.513739063959908,23546,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Shadows (Cienie) (1988),Drama,1988.0,Shadows (Cienie),3.0609756097560976,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
143,Gospa (1995),Drama,1995.0,Gospa,2.1333333333333333,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
144,"Brothers McMullen, The (1995)",Comedy,1995.0,"Brothers McMullen, The",3.4652424175337613,4517,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,1995.0,Bad Boys,3.282547014186737,15155,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,1995.0,"Amazing Panda Adventure, The",2.901153212520593,607,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,"Basketball Diaries, The (1995)",Drama,1995.0,"Basketball Diaries, The",3.5936087135224004,4866,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
148,"Awfully Big Adventure, An (1995)",Drama,1995.0,"Awfully Big Adventure, An",2.898921832884097,371,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
149,Amateur (1994),Crime|Drama|Thriller,1994.0,Amateur,3.682905225863596,1129,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
150,Apollo 13 (1995),Adventure|Drama|IMAX,1995.0,Apollo 13,3.8782087951376476,55940,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
151,Rob Roy (1995),Action|Drama|Romance|War,1995.0,Rob Roy,3.5291420578178427,12868,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
152,"Addiction, The (1995)",Drama|Horror,1995.0,"Addiction, The",3.113826815642458,716,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,1995.0,Batman Forever,2.8626870324189526,35288,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Beauty of the Day (Belle de jour) (1967),Drama,1967.0,Beauty of the Day (Belle de jour),3.794795978710822,3382,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
155,Beyond Rangoon (1995),Adventure|Drama|War,1995.0,Beyond Rangoon,3.4034134988363074,1289,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
156,Blue in the Face (1995),Comedy|Drama,1995.0,Blue in the Face,3.51697438951757,1679,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
