movieId,tag_clean,semantic_category,idf,n_uses,n_movies,n_users,top_user_share
8,single mother,theme,5.444045308760691,358,252,100,0.5586592178770949
8,surprise ending,narrative_structure,4.370784611289995,1379,739,435,0.48368382886149386
9,black comedy,humor,4.370784611289995,4071,739,1345,0.11667894866126259
9,father daughter relationship,theme,4.094997326490364,1517,974,287,0.5056031641397495
9,surprise ending,narrative_structure,4.370784611289995,1379,739,435,0.48368382886149386
10,dark,tone_atmosphere,4.717853333423288,4825,522,1527,0.011606217616580311
10,memorable characters,emotional_cognitive_experience,7.886392344129895,52,21,32,0.19230769230769232
10,secret identity,theme,6.13324771102962,191,126,51,0.5654450261780105
11,ethics,theme,6.295303570363991,264,107,152,0.1590909090909091
11,politics,theme,4.247610726998736,2416,836,718,0.1767384105960265
12,father daughter relationship,theme,4.094997326490364,1517,974,287,0.5056031641397495
12,parody,humor,4.966167623084049,2006,407,723,0.08823529411764706
12,satire,humor,4.3375589636616745,3573,764,1229,0.12594458438287154
12,satirical,humor,5.735687782428569,1160,188,573,0.08189655172413793
12,spoof,humor,5.349813683797574,625,277,212,0.3392
13,surprise ending,narrative_structure,4.370784611289995,1379,739,435,0.48368382886149386
13,surrealism,visual_style,4.324571768134864,1752,774,602,0.4035388127853881
14,memory,theme,5.019010104458429,1031,386,402,0.3297769156159069
14,political corruption,theme,6.68697535633982,110,72,40,0.4636363636363636
14,political drama,theme,8.57953952468984,24,10,20,0.125
14,politics,theme,4.247610726998736,2416,836,718,0.1767384105960265
15,father daughter relationship,theme,4.094997326490364,1517,974,287,0.5056031641397495
16,abusive mother,theme,7.543447593003065,51,30,24,0.49019607843137253
16,black comedy,humor,4.370784611289995,4071,739,1345,0.11667894866126259
16,capitalism,theme,5.8534708180849515,377,167,175,0.20159151193633953
16,complex,emotional_cognitive_experience,7.026191078906783,341,51,247,0.026392961876832845
16,complex characters,emotional_cognitive_experience,6.818551714128539,436,63,316,0.052752293577981654
16,domestic violence,intensity_darkness,5.953554276641935,235,151,79,0.4127659574468085
16,fast paced,narrative_structure,6.673369704284041,264,73,188,0.022727272727272728
16,glorifying violence,intensity_darkness,8.674849704494164,12,9,8,0.25
16,great ending,narrative_structure,6.883090235266111,1188,59,645,0.010942760942760943
16,narrated,narrative_structure,5.71993942546043,757,191,331,0.10435931307793923
16,political corruption,theme,6.68697535633982,110,72,40,0.4636363636363636
16,violent,intensity_darkness,5.480266572195009,1555,243,644,0.02122186495176849
17,class differences,theme,5.669167100087006,283,201,70,0.5477031802120141
17,emotional,emotional_cognitive_experience,5.128110017541352,2289,346,965,0.019222367846221056
17,heartwarming,tone_atmosphere,5.570263026028092,1507,222,727,0.019243530192435302
17,upper class,theme,6.546617998644897,135,83,54,0.45185185185185184
18,black comedy,humor,4.370784611289995,4071,739,1345,0.11667894866126259
18,dark comedy,humor,4.366738752770452,6153,742,1958,0.06273362587355762
18,fast paced,narrative_structure,6.673369704284041,264,73,188,0.022727272727272728
18,female friendship,theme,6.141152890536733,207,125,63,0.5072463768115942
18,mistaken identity,theme,5.468046460860234,364,246,100,0.5576923076923077
18,multiple storylines,narrative_structure,6.109900347032629,1514,129,804,0.03236459709379128
18,satire,humor,4.3375589636616745,3573,764,1229,0.12594458438287154
18,surrealism,visual_style,4.324571768134864,1752,774,602,0.4035388127853881
19,childhood classic,theme,8.57953952468984,24,10,21,0.125
19,surprise ending,narrative_structure,4.370784611289995,1379,739,435,0.48368382886149386
20,black comedy,humor,4.370784611289995,4071,739,1345,0.11667894866126259
21,black comedy,humor,4.370784611289995,4071,739,1345,0.11667894866126259
21,dark comedy,humor,4.366738752770452,6153,742,1958,0.06273362587355762
21,father daughter relationship,theme,4.094997326490364,1517,974,287,0.5056031641397495
21,satire,humor,4.3375589636616745,3573,764,1229,0.12594458438287154
21,satirical,humor,5.735687782428569,1160,188,573,0.08189655172413793
21,surprise ending,narrative_structure,4.370784611289995,1379,739,435,0.48368382886149386
22,claustrophobic,tone_atmosphere,6.2412363490937155,583,113,313,0.07204116638078903
22,psychology,theme,5.187474626590958,4847,326,1675,0.013410356921807304
22,serial killer,intensity_darkness,4.310478005059005,2763,785,828,0.18928700687658342
22,suspenseful,intensity_darkness,6.13324771102962,982,126,542,0.012219959266802444
22,trauma,theme,5.725161369441581,238,190,61,0.542016806722689
23,intense,emotional_cognitive_experience,5.539355488565016,1759,229,854,0.013644115974985787
23,plot twist,narrative_structure,5.339080128154465,2396,280,1031,0.021285475792988316
24,coming of age,theme,4.040120716264529,4494,1029,1133,0.09768580329327993
24,philosophy,theme,5.592939734699122,2089,217,999,0.05648635710866443
25,atmospheric,tone_atmosphere,4.2705724608854645,10088,817,2205,0.02111419508326725
25,bittersweet,tone_atmosphere,5.37531597660851,2757,270,1065,0.023939064200217627
25,dark,tone_atmosphere,4.717853333423288,4825,522,1527,0.011606217616580311
25,depressing,tone_atmosphere,5.464006051323229,1218,247,661,0.012315270935960592
25,existential,theme,6.6207259707986195,345,77,249,0.02608695652173913
25,loneliness,theme,4.985970250380229,1635,399,688,0.15229357798165138
25,melancholic,tone_atmosphere,6.97010161225574,404,54,264,0.024752475247524754
25,melancholy,tone_atmosphere,5.927578790238674,798,155,425,0.06766917293233082
27,coming of age,theme,4.040120716264529,4494,1029,1133,0.09768580329327993
27,female friendship,theme,6.141152890536733,207,125,63,0.5072463768115942
27,nostalgic,tone_atmosphere,5.927578790238674,531,155,311,0.054613935969868174
29,atmospheric,tone_atmosphere,4.2705724608854645,10088,817,2205,0.02111419508326725
29,bleak,tone_atmosphere,5.778937766222385,566,180,250,0.17314487632508835
29,childhood,theme,5.539355488565016,605,229,283,0.12727272727272726
29,dark,tone_atmosphere,4.717853333423288,4825,522,1527,0.011606217616580311
29,dark fantasy,tone_atmosphere,6.633629375634527,445,76,254,0.1146067415730337
29,dreamlike,visual_style,5.556899798215925,2759,225,1071,0.021022109459949256
29,dreams,theme,6.323474447330687,683,104,461,0.013177159590043924
29,dystopia,theme,4.886124915410512,5713,441,1568,0.05916331174514266
29,dystopian,theme,6.523087501234703,421,85,281,0.057007125890736345
29,not memorable,emotional_cognitive_experience,8.780210220151991,13,8,9,0.3076923076923077
29,philosophical,theme,5.611458782466359,2204,213,1074,0.019963702359346643
29,strange,tone_atmosphere,6.392467318817639,304,97,191,0.039473684210526314
29,stylized,visual_style,4.791226173587717,4948,485,1370,0.04042037186742118
29,surreal,visual_style,4.4421935264745525,7480,688,2080,0.011229946524064172
29,visual,visual_style,7.3398486377618255,256,37,183,0.0234375
29,visually appealing,visual_style,4.799490683437611,7253,481,2092,0.0074451950916861985
29,visually stunning,visual_style,5.71993942546043,2059,191,1000,0.011170471102476931
29,weird,tone_atmosphere,5.228041811579957,1571,313,714,0.016549968173138127
29,whimsical,tone_atmosphere,6.087085669266457,1098,132,514,0.03551912568306011
31,social commentary,theme,4.436404798298307,5201,692,1529,0.030763314747164008
32,ambiguous,emotional_cognitive_experience,7.422086735998797,110,34,85,0.09090909090909091
32,atmospheric,tone_atmosphere,4.2705724608854645,10088,817,2205,0.02111419508326725
32,black comedy,humor,4.370784611289995,4071,739,1345,0.11667894866126259
32,dark,tone_atmosphere,4.717853333423288,4825,522,1527,0.011606217616580311
32,dark comedy,humor,4.366738752770452,6153,742,1958,0.06273362587355762
32,dark future,tone_atmosphere,7.799380967140265,65,23,41,0.3230769230769231
32,depressing,tone_atmosphere,5.464006051323229,1218,247,661,0.012315270935960592
32,dystopia,theme,4.886124915410512,5713,441,1568,0.05916331174514266
32,dystopian,theme,6.523087501234703,421,85,281,0.057007125890736345
32,dystopian future,theme,7.366516884843986,73,36,51,0.2465753424657534
32,great ending,narrative_structure,6.883090235266111,1188,59,645,0.010942760942760943
32,memory,theme,5.019010104458429,1031,386,402,0.3297769156159069
32,mental illness,theme,4.6161323199152156,2698,578,942,0.0770941438102298
32,mindfuck,narrative_structure,5.790048991647456,3457,178,1385,0.014752675730402082
32,mistaken identity,theme,5.468046460860234,364,246,100,0.5576923076923077
32,nonlinear timeline,narrative_structure,5.543712793933971,399,228,154,0.5338345864661654
32,obsession,theme,4.826832029041931,946,468,329,0.3583509513742072
32,plot twist,narrative_structure,5.339080128154465,2396,280,1031,0.021285475792988316
32,post apocalypse,theme,5.966799503391955,369,149,200,0.3008130081300813
32,post-apocalyptic,theme,5.342645194318961,2881,279,1062,0.05900728913571676
32,practical effects,visual_style,6.728939555438852,228,69,153,0.06140350877192982
32,psychology,theme,5.187474626590958,4847,326,1675,0.013410356921807304
32,surprise ending,narrative_structure,4.370784611289995,1379,739,435,0.48368382886149386
32,surrealism,visual_style,4.324571768134864,1752,774,602,0.4035388127853881
32,time loop,narrative_structure,6.444835304334955,1055,92,579,0.06824644549763033
32,time travel,narrative_structure,4.6161323199152156,4740,578,1504,0.10253164556962026
32,twist ending,narrative_structure,5.019010104458429,6600,386,2088,0.008181818181818182
34,ending,narrative_structure,5.684129972763719,470,198,258,0.05531914893617021
34,happy ending,narrative_structure,5.746326180633624,685,186,366,0.04817518248175182
34,heartwarming,tone_atmosphere,5.570263026028092,1507,222,727,0.019243530192435302
34,witty,humor,5.160323637525007,2144,335,918,0.03125
35,character study,narrative_structure,6.570715550223958,305,81,216,0.036065573770491806
35,intense,emotional_cognitive_experience,5.539355488565016,1759,229,854,0.013644115974985787
35,sad,tone_atmosphere,5.196691281695881,885,323,465,0.02711864406779661
36,death penalty,theme,6.64670145720188,180,75,90,0.2722222222222222
36,ethics,theme,6.295303570363991,264,107,152,0.1590909090909091
36,faith,theme,5.630327266770743,307,209,96,0.4592833876221498
36,father daughter relationship,theme,4.094997326490364,1517,974,287,0.5056031641397495
36,grief,theme,5.105317008012795,552,354,162,0.3858695652173913
36,guilt,theme,5.346223015666846,380,278,97,0.5815789473684211
36,intense,emotional_cognitive_experience,5.539355488565016,1759,229,854,0.013644115974985787
36,loss,theme,5.883684596681449,238,162,89,0.25630252100840334
36,racism,theme,4.619592530980111,1718,576,577,0.17636786961583237
36,redemption,theme,4.94434857568941,814,416,289,0.3071253071253071
36,religion,theme,4.321994447120563,2163,776,651,0.15996301433194637
36,sad,tone_atmosphere,5.196691281695881,885,323,465,0.02711864406779661
36,social commentary,theme,4.436404798298307,5201,692,1529,0.030763314747164008
38,heartwarming,tone_atmosphere,5.570263026028092,1507,222,727,0.019243530192435302
38,nostalgic,tone_atmosphere,5.927578790238674,531,155,311,0.054613935969868174
39,coming of age,theme,4.040120716264529,4494,1029,1133,0.09768580329327993
39,parody,humor,4.966167623084049,2006,407,723,0.08823529411764706
39,satire,humor,4.3375589636616745,3573,764,1229,0.12594458438287154
40,racism,theme,4.619592530980111,1718,576,577,0.17636786961583237
41,tragedy,intensity_darkness,5.0478456540983165,691,375,294,0.3227206946454414
42,redemption,theme,4.94434857568941,814,416,289,0.3071253071253071
43,dark comedy,humor,4.366738752770452,6153,742,1958,0.06273362587355762
44,stylized,visual_style,4.791226173587717,4948,485,1370,0.04042037186742118
45,black comedy,humor,4.370784611289995,4071,739,1345,0.11667894866126259
45,dark comedy,humor,4.366738752770452,6153,742,1958,0.06273362587355762
45,dark humor,tone_atmosphere,5.735687782428569,1735,188,894,0.016714697406340056
45,media,theme,6.60798694502119,109,78,46,0.44036697247706424
45,media circus,theme,8.144221453431996,23,16,11,0.30434782608695654
45,murder plot,intensity_darkness,7.645230287313007,34,27,10,0.5882352941176471
45,nonlinear timeline,narrative_structure,5.543712793933971,399,228,154,0.5338345864661654
45,obsession,theme,4.826832029041931,946,468,329,0.3583509513742072
45,satire,humor,4.3375589636616745,3573,764,1229,0.12594458438287154
45,satirical,humor,5.735687782428569,1160,188,573,0.08189655172413793
47,atmospheric,tone_atmosphere,4.2705724608854645,10088,817,2205,0.02111419508326725
47,bad ending,narrative_structure,5.606796769360548,530,214,311,0.04339622641509434
47,creepy,tone_atmosphere,5.393938488706512,1417,265,623,0.03458009880028229
47,dark,tone_atmosphere,4.717853333423288,4825,522,1527,0.011606217616580311
47,disturbing,tone_atmosphere,4.911326707384463,4053,430,1343,0.028620774734764372
47,emotional,emotional_cognitive_experience,5.128110017541352,2289,346,965,0.019222367846221056
47,ending,narrative_structure,5.684129972763719,470,198,258,0.05531914893617021
47,gory,intensity_darkness,6.546617998644897,216,83,154,0.041666666666666664
47,graphic violence,intensity_darkness,6.444835304334955,196,92,112,0.3673469387755102
47,great ending,narrative_structure,6.883090235266111,1188,59,645,0.010942760942760943
47,grim,tone_atmosphere,6.883090235266111,289,59,181,0.11764705882352941
47,intense,emotional_cognitive_experience,5.539355488565016,1759,229,854,0.013644115974985787
47,murder investigations,intensity_darkness,8.20484607524843,30,15,23,0.16666666666666666
47,murder mystery,narrative_structure,6.215260862690455,477,116,309,0.09853249475890985
47,neo-noir,visual_style,5.420606735788673,1243,258,507,0.13596138374899436
47,philosophical,theme,5.611458782466359,2204,213,1074,0.019963702359346643
47,powerful ending,narrative_structure,7.75855897262001,803,24,535,0.009962640099626401
47,psychological,theme,5.108137884354437,4081,353,1483,0.01274197500612595
47,psychological drama,theme,6.413086606020375,126,95,43,0.3412698412698413
47,psychological thriller,theme,5.7516881237750095,771,185,400,0.11543450064850844
47,psychology,theme,5.187474626590958,4847,326,1675,0.013410356921807304
47,religion,theme,4.321994447120563,2163,776,651,0.15996301433194637
47,scary,intensity_darkness,5.914839764461244,523,157,295,0.028680688336520075
47,serial killer,intensity_darkness,4.310478005059005,2763,785,828,0.18928700687658342
47,serial killers,intensity_darkness,7.366516884843986,63,36,34,0.19047619047619047
47,surprise ending,narrative_structure,4.370784611289995,1379,739,435,0.48368382886149386
47,suspenseful,intensity_darkness,6.13324771102962,982,126,542,0.012219959266802444
47,terrible ending,narrative_structure,8.269384596386,31,14,30,0.06451612903225806
47,thought provoking,emotional_cognitive_experience,6.4887984277560715,487,88,346,0.03696098562628337
47,thought-provoking,emotional_cognitive_experience,5.08855683915533,6003,360,2035,0.01082791937364651
47,twist,narrative_structure,5.940482195074582,661,153,388,0.025718608169440244
47,twist ending,narrative_structure,5.019010104458429,6600,386,2088,0.008181818181818182
47,violent,intensity_darkness,5.480266572195009,1555,243,644,0.02122186495176849
48,nostalgic,tone_atmosphere,5.927578790238674,531,155,311,0.054613935969868174
48,racism,theme,4.619592530980111,1718,576,577,0.17636786961583237
49,atmospheric,tone_atmosphere,4.2705724608854645,10088,817,2205,0.02111419508326725
49,religion,theme,4.321994447120563,2163,776,651,0.15996301433194637
49,visually appealing,visual_style,4.799490683437611,7253,481,2092,0.0074451950916861985
50,ambiguous ending,narrative_structure,6.157153231883174,242,123,125,0.3677685950413223
50,atmosphere,tone_atmosphere,6.8030475275925735,284,64,224,0.02464788732394366
50,complex,emotional_cognitive_experience,7.026191078906783,341,51,247,0.026392961876832845
50,confusing,narrative_structure,5.790048991647456,680,178,399,0.020588235294117647
50,dark,tone_atmosphere,4.717853333423288,4825,522,1527,0.011606217616580311
50,great ending,narrative_structure,6.883090235266111,1188,59,645,0.010942760942760943
50,interrogation flashback,narrative_structure,8.897993255808375,13,7,8,0.46153846153846156
50,mindfuck,narrative_structure,5.790048991647456,3457,178,1385,0.014752675730402082
50,narrated,narrative_structure,5.71993942546043,757,191,331,0.10435931307793923
50,neo-noir,visual_style,5.420606735788673,1243,258,507,0.13596138374899436
50,plot twist,narrative_structure,5.339080128154465,2396,280,1031,0.021285475792988316
50,predictable ending,narrative_structure,6.5115266788336275,242,86,159,0.07851239669421488
50,r:violence,intensity_darkness,7.886392344129895,32,21,16,0.53125
50,short-term memory loss,theme,8.20484607524843,148,15,95,0.033783783783783786
50,surprise ending,narrative_structure,4.370784611289995,1379,739,435,0.48368382886149386
50,twist,narrative_structure,5.940482195074582,661,153,388,0.025718608169440244
50,twist ending,narrative_structure,5.019010104458429,6600,386,2088,0.008181818181818182
50,unexpected ending,narrative_structure,7.19324516356995,256,43,197,0.0234375
50,unreliable narrator,narrative_structure,7.511698894688484,91,31,65,0.16483516483516483
50,unreliable narrators,narrative_structure,8.144221453431996,76,16,61,0.07894736842105263
59,multiple storylines,narrative_structure,6.109900347032629,1514,129,804,0.03236459709379128
59,single mother,theme,5.444045308760691,358,252,100,0.5586592178770949
59,trauma,theme,5.725161369441581,238,190,61,0.542016806722689
60,childhood,theme,5.539355488565016,605,229,283,0.12727272727272726
62,emotional,emotional_cognitive_experience,5.128110017541352,2289,346,965,0.019222367846221056
62,feel-good,tone_atmosphere,5.6255766640121445,1244,210,689,0.013665594855305467
63,parody,humor,4.966167623084049,2006,407,723,0.08823529411764706
63,racism,theme,4.619592530980111,1718,576,577,0.17636786961583237
63,social satire,humor,6.5347835409978945,287,84,174,0.21951219512195122
66,surrealism,visual_style,4.324571768134864,1752,774,602,0.4035388127853881
66,virtual reality,theme,6.4665752909713605,907,90,495,0.08269018743109151
67,coming of age,theme,4.040120716264529,4494,1029,1133,0.09768580329327993
70,absurd,humor,5.639896717786893,895,207,501,0.021229050279329607
70,black comedy,humor,4.370784611289995,4071,739,1345,0.11667894866126259
70,bloody,intensity_darkness,6.444835304334955,323,92,208,0.07430340557275542
70,father daughter relationship,theme,4.094997326490364,1517,974,287,0.5056031641397495
70,intense,emotional_cognitive_experience,5.539355488565016,1759,229,854,0.013644115974985787
70,loss of faith,theme,8.20484607524843,37,15,20,0.24324324324324326
70,plot twist,narrative_structure,5.339080128154465,2396,280,1031,0.021285475792988316
70,racism,theme,4.619592530980111,1718,576,577,0.17636786961583237
70,serial killer,intensity_darkness,4.310478005059005,2763,785,828,0.18928700687658342
70,sexualized violence,intensity_darkness,7.19324516356995,223,43,136,0.13004484304932734
70,stylized,visual_style,4.791226173587717,4948,485,1370,0.04042037186742118
70,surprise ending,narrative_structure,4.370784611289995,1379,739,435,0.48368382886149386
70,surrealism,visual_style,4.324571768134864,1752,774,602,0.4035388127853881
70,terrible ending,narrative_structure,8.269384596386,31,14,30,0.06451612903225806
70,twist ending,narrative_structure,5.019010104458429,6600,386,2088,0.008181818181818182
72,cinematography,visual_style,4.3467514118458395,5429,757,1513,0.01565665868484067
72,coming of age,theme,4.040120716264529,4494,1029,1133,0.09768580329327993
72,dialogue driven,narrative_structure,5.966799503391955,703,149,379,0.05405405405405406
72,long takes,visual_style,7.4809272360217305,147,32,108,0.034013605442176874
72,memory,theme,5.019010104458429,1031,386,402,0.3297769156159069
72,witty,humor,5.160323637525007,2144,335,918,0.03125
74,family relationships,theme,4.146560562842032,1305,925,245,0.5379310344827586
76,alien planet,theme,7.085614499377584,79,48,30,0.569620253164557
76,android,theme,6.117622393126539,216,128,60,0.5185185185185185
76,artificial intelligence,theme,5.757078972409886,2652,184,1096,0.048265460030165915
76,dystopia,theme,4.886124915410512,5713,441,1568,0.05916331174514266
76,existentialism,theme,5.835771240985551,1095,170,617,0.08310502283105023
76,post apocalypse,theme,5.966799503391955,369,149,200,0.3008130081300813
76,post-apocalyptic,theme,5.342645194318961,2881,279,1062,0.05900728913571676
76,robots,theme,5.966799503391955,1478,149,604,0.039918809201623814
76,stop motion,visual_style,5.90853059526798,564,158,263,0.1595744680851064
76,surprise ending,narrative_structure,4.370784611289995,1379,739,435,0.48368382886149386
78,tragedy,intensity_darkness,5.0478456540983165,691,375,294,0.3227206946454414
82,domestic violence,intensity_darkness,5.953554276641935,235,151,79,0.4127659574468085
82,faith,theme,5.630327266770743,307,209,96,0.4592833876221498
82,family relationships,theme,4.146560562842032,1305,925,245,0.5379310344827586
82,father daughter relationship,theme,4.094997326490364,1517,974,287,0.5056031641397495
82,feminism,theme,5.379012838489836,1127,269,459,0.0709849157054126
82,grief,theme,5.105317008012795,552,354,162,0.3858695652173913
82,intellectual,emotional_cognitive_experience,6.6207259707986195,676,77,506,0.026627218934911243
82,memory,theme,5.019010104458429,1031,386,402,0.3297769156159069
82,philosophy,theme,5.592939734699122,2089,217,999,0.05648635710866443
82,religion,theme,4.321994447120563,2163,776,651,0.15996301433194637
83,family relationships,theme,4.146560562842032,1305,925,245,0.5379310344827586
83,racism,theme,4.619592530980111,1718,576,577,0.17636786961583237
85,class society,theme,7.799380967140265,31,23,12,0.4838709677419355
86,coming of age,theme,4.040120716264529,4494,1029,1133,0.09768580329327993
88,black comedy,humor,4.370784611289995,4071,739,1345,0.11667894866126259
88,political satire,theme,6.546617998644897,187,83,106,0.34759358288770054
88,politics,theme,4.247610726998736,2416,836,718,0.1767384105960265
88,slapstick,humor,5.574757415615932,516,221,222,0.14728682170542637
89,politics,theme,4.247610726998736,2416,836,718,0.1767384105960265
93,absurdism,tone_atmosphere,6.079594997537299,232,133,98,0.5
93,black comedy,humor,4.370784611289995,4071,739,1345,0.11667894866126259
93,obsession,theme,4.826832029041931,946,468,329,0.3583509513742072
93,parody,humor,4.966167623084049,2006,407,723,0.08823529411764706
93,serial killer,intensity_darkness,4.310478005059005,2763,785,828,0.18928700687658342
93,surprise ending,narrative_structure,4.370784611289995,1379,739,435,0.48368382886149386
93,surrealism,visual_style,4.324571768134864,1752,774,602,0.4035388127853881
94,bittersweet,tone_atmosphere,5.37531597660851,2757,270,1065,0.023939064200217627
94,coming of age,theme,4.040120716264529,4494,1029,1133,0.09768580329327993
94,friendship relations,theme,8.20484607524843,50,15,46,0.06
96,heartwarming,tone_atmosphere,5.570263026028092,1507,222,727,0.019243530192435302
97,black and white,visual_style,4.658466683741777,1940,554,605,0.0577319587628866
97,bleak,tone_atmosphere,5.778937766222385,566,180,250,0.17314487632508835
97,class conflict,theme,7.610138967501737,70,28,49,0.2
97,coming of age,theme,4.040120716264529,4494,1029,1133,0.09768580329327993
97,disturbing,tone_atmosphere,4.911326707384463,4053,430,1343,0.028620774734764372
97,great cinematography,visual_style,6.757927092312104,564,67,379,0.010638297872340425
97,gritty,tone_atmosphere,5.530697425821901,1121,231,472,0.06155218554861731
97,police violence,intensity_darkness,7.886392344129895,28,21,11,0.5714285714285714
97,racism,theme,4.619592530980111,1718,576,577,0.17636786961583237
97,social commentary,theme,4.436404798298307,5201,692,1529,0.030763314747164008
97,tension,tone_atmosphere,6.035792374878906,424,139,251,0.21226415094339623
99,narration,narrative_structure,6.079594997537299,167,133,59,0.47904191616766467
100,politics,theme,4.247610726998736,2416,836,718,0.1767384105960265
101,dark comedy,humor,4.366738752770452,6153,742,1958,0.06273362587355762
101,deadpan,humor,6.500097983010004,402,87,222,0.13432835820895522
101,mental illness,theme,4.6161323199152156,2698,578,942,0.0770941438102298
101,quirky,humor,4.731328032006648,4954,515,1459,0.02846184901090028
101,stylized,visual_style,4.791226173587717,4948,485,1370,0.04042037186742118
103,memory,theme,5.019010104458429,1031,386,402,0.3297769156159069
104,slapstick,humor,5.574757415615932,516,221,222,0.14728682170542637
105,bittersweet,tone_atmosphere,5.37531597660851,2757,270,1065,0.023939064200217627
105,heartwarming,tone_atmosphere,5.570263026028092,1507,222,727,0.019243530192435302
105,photography,visual_style,5.64955862869863,531,205,278,0.192090395480226
105,tragic romance,intensity_darkness,8.674849704494164,10,9,5,0.6
107,childhood,theme,5.539355488565016,605,229,283,0.12727272727272726
110,brutal,intensity_darkness,6.141152890536733,648,125,367,0.05555555555555555
110,faith,theme,5.630327266770743,307,209,96,0.4592833876221498
110,moral,theme,7.98170252393422,34,19,27,0.11764705882352941
110,politics,theme,4.247610726998736,2416,836,718,0.1767384105960265
110,redemption,theme,4.94434857568941,814,416,289,0.3071253071253071
110,sexual violence,intensity_darkness,6.673369704284041,122,73,63,0.4672131147540984
110,violent,intensity_darkness,5.480266572195009,1555,243,644,0.02122186495176849
110,visual,visual_style,7.3398486377618255,256,37,183,0.0234375
111,alienation,theme,6.455646220439171,138,91,55,0.5
111,atmospheric,tone_atmosphere,4.2705724608854645,10088,817,2205,0.02111419508326725
111,character study,narrative_structure,6.570715550223958,305,81,216,0.036065573770491806
111,dark,tone_atmosphere,4.717853333423288,4825,522,1527,0.011606217616580311
111,dark hero,tone_atmosphere,6.276954431695795,745,109,365,0.1087248322147651
111,disturbing,tone_atmosphere,4.911326707384463,4053,430,1343,0.028620774734764372
111,existentialism,theme,5.835771240985551,1095,170,617,0.08310502283105023
111,grim,tone_atmosphere,6.883090235266111,289,59,181,0.11764705882352941
111,gritty,tone_atmosphere,5.530697425821901,1121,231,472,0.06155218554861731
111,loneliness,theme,4.985970250380229,1635,399,688,0.15229357798165138
111,melancholy,tone_atmosphere,5.927578790238674,798,155,425,0.06766917293233082
111,mental illness,theme,4.6161323199152156,2698,578,942,0.0770941438102298
111,neo-noir,visual_style,5.420606735788673,1243,258,507,0.13596138374899436
111,obsession,theme,4.826832029041931,946,468,329,0.3583509513742072
111,paranoid,tone_atmosphere,7.026191078906783,294,51,172,0.1326530612244898
111,political,theme,5.914839764461244,639,157,378,0.02190923317683881
